intensity
1380.5
1726.5
1407.5
1657.5
2420.5
2430.5
2440.5
2402.5
2395.5
2440.5
1428.5
1705.5
880.5
945.5
1092.5
1071.5
1266.5
1106.5
1517.5
611.5
1297.5
451.5
1225.5
978.5
1273.5
1236.5
1387.5
1185.5
1400.5
1420.5
1348.5
1110.5
1593.5
866.5
1557.5
1062.5
1569.5
1347.5
1384.5
1768.5
1408.5
1253.5
1567.5
1132.5
1324.5
1402.5
994.5
1571.5
911.5
1502.5
1140.5
1288.5
1551.5
936.5
1658.5
757.5
1407.5
1330.5
1189.5
1473.5
1459.5
1345.5
1690.5
1212.5
1799.5
1283.5
1457.5
1633.5
1078.5
1409.5
856.5
1205.5
766.5
1395.5
1110.5
1178.5
972.5
484.5
949.5
375.5
1302.5
370.5
1298.5
726.5
1356.5
940.5
1119.5
773.5
1013.5
904.5
1444.5
1098.5
1533.5
1264.5
903.5
1274.5
577.5
1252.5
889.5
1427.5
961.5
1648.5
602.5
1643.5
580.5
1105.5
748.5
808.5
691.5
913.5
256.5
1138.5
97.5
898.5
757.5
521.5
676.5
1151.5
703.5
1290.5
1085.5
1147.5
952.5
1404.5
1143.5
1656.5
766.5
1717.5
856.5
1814.5
888.5
1691.5
916.5
1524.5
921.5
1415.5
603.5
852.5
1003.5
1044.5
1313.5
1709.5
1125.5
1731.5
1024.5
1392.5
1274.5
1345.5
1481.5
1703.5
985.5
1401.5
950.5
583.5
1368.5
649.5
1402.5
908.5
1641.5
1034.5
1555.5
1444.5
864.5
1654.5
1102.5
1656.5
1407.5
1359.5
917.5
1320.5
1213.5
922.5
1221.5
963.5
1033.5
1645.5
843.5
1284.5
887.5
1112.5
1329.5
1473.5
1343.5
1616.5
1498.5
1559.5
1603.5
1631.5
1663.5
1778.5
1616.5
1436.5
1256.5
1457.5
1350.5
996.5
1364.5
612.5
1298.5
1146.5
1251.5
1082.5
1360.5
1067.5
1643.5
1247.5
1497.5
1208.5
1568.5
1462.5
1334.5
1547.5
1268.5
1303.5
1466.5
1419.5
1538.5
1516.5
1391.5
1147.5
876.5
1320.5
900.5
1337.5
1300.5
1227.5
1325.5
1437.5
1439.5
750.5
1596.5
414.5
1374.5
679.5
1281.5
925.5
1163.5
1363.5
1315.5
1034.5
1380.5
342.5
756.5
471.5
852.5
1101.5
1185.5
1453.5
1464.5
1208.5
1537.5
732.5
1380.5
918.5
1216.5
1146.5
1408.5
832.5
1165.5
1113.5
1000.5
1527.5
1717.5
799.5
1795.5
638.5
1485.5
677.5
1325.5
644.5
1500.5
1359.5
1367.5
1659.5
1282.5
1325.5
1308.5
1104.5
907.5
1370.5
700.5
1232.5
1260.5
1205.5
1624.5
1467.5
1520.5
1447.5
1375.5
1434.5
1235.5
1336.5
1466.5
1201.5
1228.5
543.5
1206.5
636.5
1663.5
1378.5
1596.5
1188.5
1533.5
1014.5
990.5
1356.5
1217.5
1588.5
1651.5
1461.5
1178.5
1320.5
1321.5
1142.5
1146.5
1211.5
671.5
1757.5
1200.5
1731.5
1751.5
1284.5
1807.5
1046.5
1449.5
1401.5
1242.5
1427.5
1453.5
1310.5
1335.5
1187.5
1285.5
1134.5
1453.5
1123.5
1251.5
1170.5
1131.5
1432.5
1466.5
1579.5
1626.5
1552.5
1291.5
1415.5
963.5
1541.5
1199.5
1420.5
1425.5
1234.5
1160.5
1536.5
1269.5
1288.5
1166.5
734.5
1100.5
1056.5
1366.5
859.5
893.5
618.5
992.5
1123.5
1695.5
1211.5
1800.5
1088.5
1722.5
1458.5
1212.5
1361.5
1072.5
1216.5
862.5
1604.5
637.5
1407.5
509.5
1125.5
752.5
1223.5
1370.5
1401.5
1472.5
1552.5
1436.5
1410.5
1129.5
1397.5
1212.5
1622.5
1445.5
1380.5
1211.5
1279.5
802.5
1547.5
1231.5
1257.5
1767.5
665.5
1384.5
1075.5
939.5
1310.5
1076.5
1189.5
1386.5
1618.5
859.5
1067.5
931.5
1114.5
1269.5
1630.5
1393.5
1290.5
1740.5
1263.5
1527.5
1498.5
1234.5
1591.5
1337.5
1371.5
1515.5
961.5
1381.5
1062.5
1360.5
1335.5
1741.5
1370.5
1724.5
1579.5
1628.5
1264.5
1605.5
680.5
1386.5
1063.5
1586.5
895.5
1724.5
669.5
1720.5
943.5
1041.5
553.5
770.5
959.5
601.5
1527.5
891.5
1670.5
1680.5
1091.5
1036.5
210.5
979.5
162.5
1485.5
691.5
1308.5
1289.5
1500.5
1064.5
1615.5
1080.5
1283.5
1154.5
1143.5
975.5
1402.5
771.5
1246.5
776.5
1131.5
760.5
1460.5
1016.5
1720.5
1747.5
1218.5
1112.5
808.5
1024.5
1314.5
1734.5
1558.5
940.5
1661.5
960.5
1723.5
1565.5
1571.5
976.5
1804.5
1037.5
1671.5
1316.5
1358.5
1115.5
1674.5
1158.5
1334.5
1263.5
1132.5
1225.5
1057.5
1440.5
702.5
1583.5
1328.5
1192.5
1007.5
1333.5
1025.5
1601.5
962.5
1467.5
996.5
1417.5
1453.5
1601.5
1498.5
1311.5
1325.5
1206.5
1246.5
1575.5
1802.5
1776.5
1059.5
1851.5
713.5
1446.5
562.5
1384.5
812.5
1433.5
876.5
1542.5
1099.5
1775.5
1750.5
1825.5
1654.5
1811.5
1429.5
1718.5
1337.5
1694.5
1585.5
1597.5
1572.5
1651.5
1241.5
1234.5
1319.5
738.5
1583.5
1095.5
1428.5
964.5
1485.5
1079.5
1240.5
1610.5
727.5
1179.5
530.5
1186.5
1073.5
1109.5
1212.5
1253.5
1006.5
1532.5
1538.5
1464.5
1796.5
936.5
1368.5
552.5
1106.5
1350.5
1397.5
1633.5
914.5
1502.5
977.5
1209.5
1545.5
1234.5
1748.5
1652.5
1625.5
1550.5
1621.5
1558.5
1578.5
965.5
1457.5
538.5
1457.5
862.5
1233.5
1032.5
924.5
1276.5
1085.5
1317.5
1480.5
1299.5
1369.5
1494.5
1025.5
1570.5
1094.5
1576.5
738.5
1168.5
443.5
1058.5
1205.5
1503.5
1184.5
1420.5
1200.5
1509.5
1798.5
1752.5
1356.5
1183.5
1302.5
1236.5
