Wavelength,Wavenumber,Intensity
251.83884117409121,20910.941185340504,0.9052321354073541
252.37671957185486,20826.313570815284,0.9317404692373407
252.91459796961848,20742.045914679766,0.8197105508870216
253.45247636738213,20658.13592521623,1.0951699545066256
253.99035476514575,20574.581330119792,1.1595945328486001
254.5282331629094,20491.379876293206,1.0557780559032124
255.06611156067302,20408.529329644385,0.7688173709199991
255.60398995843667,20326.027474886425,1.2457234241214215
256.1418683562003,20243.872115340157,1.3497977630768618
256.67974675396397,20162.061072739176,1.2790418578779028
257.2176251517276,20080.59218703735,0.756750104297038
257.7555035494912,19999.463316218666,1.2528913125533907
258.29338194725483,19918.67233610952,1.5122947334962356
258.8312603450185,19838.21714019333,1.3261813377833405
259.3691387427821,19758.095639427484,1.2009462224606153
259.90701714054575,19678.30576206243,1.316700041718815
260.4448955383094,19598.845453463204,1.6370933905477085
260.98277393607304,19519.712675933035,1.4383783300554263
261.52065233383667,19440.905408539133,1.1462544450404275
262.0585307316003,19362.42164694066,1.5306720702465384
262.59640912936396,19284.259403218835,1.571252359099668
263.1342875271276,19206.416705709053,1.3931871188191587
263.6721659248912,19128.891598835107,1.325872817211991
264.2100443226549,19051.68214294542,1.798842998192185
264.7479227204185,18974.786414151313,1.9144551721397782
265.2858011181821,18898.202504167137,1.6718423823430082
265.82367951594574,18821.928520152476,1.4952140572541075
266.3615579137094,18745.962584556153,1.8392345590718553
266.89943631147304,18670.302834962247,1.9350958539444147
267.43731470923666,18594.947423937774,1.7034511393209768
267.97519310700034,18519.894518882407,1.4799197409460239
268.51307150476396,18445.14230187991,1.7077449987087032
269.0509499025276,18370.688969551295,2.0197192919721076
269.5888283002912,18296.532732909873,1.7025090887418797
270.1267066980549,18222.67181721791,1.3286997635933804
270.6645850958185,18149.104461845083,1.8013312275264712
271.2024634935821,18075.828920128566,2.1078202912370623
271.7403418913458,18002.843459234784,1.9421640145419867
272.2782202891094,17930.146360022845,1.5983401871386853
272.81609868687303,17857.735916909536,1.9077968492361483
273.35397708463665,17785.610437735944,2.020846693287244
273.89185548240033,17713.76824363562,1.7006013469217471
274.42973388016395,17642.207668904375,1.5934658402368038
274.96761227792757,17570.927060871472,1.7802866678586327
275.5054906756912,17499.924779772417,2.0373957526272917
276.04336907345487,17429.199198623253,1.580045890696704
276.5812474712185,17358.74870309625,1.5268645330472612
277.1191258689821,17288.571691397097,1.6071506049228201
277.6570042667458,17218.666574143477,1.751770467052069
278.1948826645094,17149.031774245115,1.771408109343028
278.732761062273,17079.665726785155,1.468463356973995
279.27063946003665,17010.566878902908,1.653862168981067
279.8085178578003,16941.733689678018,1.8754568210262827
280.34639625556395,16873.164630015905,1.8497461112104414
280.88427465332757,16804.858182534503,1.2714780380237203
281.42215305109124,16736.81284145236,1.4033931303017662
281.96003144885486,16669.027112478005,1.8007618650296995
282.4979098466185,16601.499512700502,1.6897318076166639
283.0357882443821,16534.22857048139,1.3483769394282539
283.5736666421458,16467.212825347706,1.4505786995649324
284.1115450399094,16400.45082788635,1.8073842302878598
284.649423437673,16333.941139639559,1.5967880485527548
285.18730183543664,16267.68233300159,1.341616902079981
285.7251802332003,16201.672991116582,1.6703426902675962
286.26305863096394,16135.911707777595,1.7484528279396865
286.80093702872756,16070.397087326695,1.6323952559747301
287.33881542649124,16005.12774455626,1.5710566779903452
287.87669382425486,15940.102304611348,1.689084371337187
288.4145722220185,15875.319402893147,1.7098372966207758
288.9524506197821,15810.777684963512,1.5972215269086356
289.4903290175458,15746.475806450595,1.1831187794266644
290.0282074153094,15682.41243295549,1.460812722252021
290.566085813073,15618.586239959928,1.6459467191131774
291.1039642108367,15554.995912734972,1.3700760871724578
291.6418426086003,15491.6401462508,1.1260845898643144
292.17972100636393,15428.517645087348,1.3567948030275936
292.71759940412755,15365.627123346101,1.4183115799511294
293.25547780189123,15302.967304562706,1.4348189204759922
293.79335619965485,15240.53692162066,1.2195466555416496
294.3312345974185,15178.334716665879,1.4075417684804417
294.86911299518215,15116.359441022192,1.4969843256451512
295.40699139294577,15054.609855107832,1.5062145141744638
295.9448697907094,14993.084728352762,1.3454443053817275
296.482748188473,14931.782839116931,1.3434135923873094
297.0206265862367,14870.70297460942,1.5453560998867628
297.5585049840003,14809.84393080847,1.4066700439040867
