Wavelength,Wavenumber,Intensity
251.83884117409121,20910.941185340504,3.980886028170133
252.37671957185486,20826.313570815284,3.7805036056975982
252.91459796961848,20742.045914679766,3.679678169139997
253.45247636738213,20658.13592521623,4.128807040546715
253.99035476514575,20574.581330119792,4.417321254743032
254.5282331629094,20491.379876293206,3.9409557581898014
255.06611156067302,20408.529329644385,3.670801795895663
255.60398995843667,20326.027474886425,4.20653137850885
256.1418683562003,20243.872115340157,4.363827005979697
256.67974675396397,20162.061072739176,3.713239168007629
257.2176251517276,20080.59218703735,3.431843772970181
257.7555035494912,19999.463316218666,3.883167054055665
258.29338194725483,19918.67233610952,4.3638589904046725
258.8312603450185,19838.21714019333,4.16934223334724
259.3691387427821,19758.095639427484,3.7163760255875395
259.90701714054575,19678.30576206243,3.90776009694658
260.4448955383094,19598.845453463204,4.253363529809087
260.98277393607304,19519.712675933035,3.8753767606333316
261.52065233383667,19440.905408539133,3.602860718755587
262.0585307316003,19362.42164694066,3.920051453205396
262.59640912936396,19284.259403218835,4.316374038977293
263.1342875271276,19206.416705709053,4.015059498976896
263.6721659248912,19128.891598835107,3.5864006595546023
264.2100443226549,19051.68214294542,4.050967479190258
264.7479227204185,18974.786414151313,4.180585255378747
265.2858011181821,18898.202504167137,4.047216163060969
265.82367951594574,18821.928520152476,3.5624645886723485
266.3615579137094,18745.962584556153,3.9288940540755304
266.89943631147304,18670.302834962247,4.153606889564337
267.43731470923666,18594.947423937774,4.017200270178994
267.97519310700034,18519.894518882407,3.8244811967340127
268.51307150476396,18445.14230187991,4.001886286429465
269.0509499025276,18370.688969551295,4.288650495659257
269.5888283002912,18296.532732909873,4.055473905874407
270.1267066980549,18222.67181721791,3.468779426664283
270.6645850958185,18149.104461845083,3.630486520849474
271.2024634935821,18075.828920128566,4.247899954307964
271.7403418913458,18002.843459234784,3.776921548761348
272.2782202891094,17930.146360022845,3.3070473011899795
272.81609868687303,17857.735916909536,3.792974551522737
273.35397708463665,17785.610437735944,4.286976776526214
273.89185548240033,17713.76824363562,3.888300057611697
274.42973388016395,17642.207668904375,3.3189796769771744
274.96761227792757,17570.927060871472,3.6766688519379382
275.5054906756912,17499.924779772417,4.020612670600155
276.04336907345487,17429.199198623253,3.7341311560085026
276.5812474712185,17358.74870309625,3.5268881737092004
277.1191258689821,17288.571691397097,3.752832508890081
277.6570042667458,17218.666574143477,4.0711218388064445
278.1948826645094,17149.031774245115,3.813448556727656
278.732761062273,17079.665726785155,3.476890358980472
279.27063946003665,17010.566878902908,3.796742952500149
279.8085178578003,16941.733689678018,4.009934243200826
280.34639625556395,16873.164630015905,3.446408407334565
280.88427465332757,16804.858182534503,3.019400838349524
281.42215305109124,16736.81284145236,3.969243101495918
281.96003144885486,16669.027112478005,4.17893676619584
282.4979098466185,16601.499512700502,3.4544613306315437
283.0357882443821,16534.22857048139,3.157924389614002
